time_ms,relative_alt_m,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
288404,-0.94,2.36,-4.91,8.42,-0.06,0.02,0.05
288450,-1.01,1.94,-4.97,8.09,-0.07,0.04,0.10
288496,-1.17,1.40,-5.03,7.71,-0.03,0.02,0.09
288541,-1.20,1.54,-4.95,8.30,-0.01,0.01,0.06
288587,-1.35,1.81,-4.98,8.13,-0.03,-0.00,0.05
288636,-1.40,1.96,-4.96,8.02,-0.01,-0.00,0.08
288682,-1.29,2.10,-4.89,8.39,-0.02,-0.02,0.11
288727,-1.23,1.97,-4.88,8.75,-0.07,0.03,0.16
288773,-1.16,1.50,-5.00,7.81,-0.09,0.01,0.18
288818,-1.06,1.50,-5.02,7.76,-0.03,-0.01,0.16
288872,-1.07,1.63,-5.01,8.03,-0.01,-0.03,0.15
288923,-1.11,1.39,-4.96,7.92,0.03,-0.03,0.13
288968,-1.12,1.51,-4.91,8.42,0.04,-0.03,0.11
289014,-1.19,1.64,-4.90,8.61,-0.02,-0.02,0.11
289060,-1.25,0.81,-4.94,7.65,-0.01,0.02,0.06
289106,-1.17,1.22,-4.84,8.53,0.03,0.01,-0.03
289154,-1.10,1.70,-4.80,8.87,-0.07,0.05,-0.04
289200,-1.10,1.54,-4.87,8.14,-0.10,0.05,-0.06
289245,-0.99,2.03,-4.92,8.29,-0.09,0.06,-0.04
289291,-0.96,1.78,-4.94,7.90,-0.10,0.05,0.00
289336,-0.94,1.61,-4.96,7.66,-0.04,0.02,0.00
289390,-0.94,1.98,-4.91,8.29,-0.01,0.01,0.03
289441,-0.95,1.13,-4.93,7.86,-0.01,0.03,0.03
289487,-1.04,1.49,-4.84,8.24,0.02,-0.01,-0.02
289533,-1.05,2.10,-4.78,9.24,-0.07,0.03,-0.00
289578,-1.01,1.43,-4.95,7.48,-0.09,0.05,0.01
289624,-1.03,1.58,-4.89,7.95,-0.01,0.03,-0.01
289672,-1.01,1.87,-4.82,8.59,-0.03,0.02,0.01
289717,-1.00,1.84,-4.83,8.50,-0.07,0.03,0.03
289763,-0.87,1.70,-4.85,8.45,-0.11,0.05,0.05
289809,-0.92,1.48,-4.88,8.37,-0.13,0.06,0.04
289854,-0.83,1.57,-4.96,8.00,-0.13,0.06,0.03
289908,-0.96,1.23,-5.03,7.56,-0.08,0.05,0.01
289959,-0.99,1.64,-4.98,8.19,-0.03,0.02,-0.03
290005,-0.88,1.99,-4.92,8.74,-0.08,0.05,0.01
290050,-0.97,1.45,-5.02,7.79,-0.09,0.06,0.03
290096,-0.96,1.41,-5.03,7.83,-0.04,0.03,0.01
290141,-0.90,1.76,-4.97,8.32,-0.03,0.02,0.01
290190,-1.02,1.70,-4.98,8.24,-0.05,0.02,0.01
290235,-1.01,1.64,-4.99,8.23,-0.06,0.03,0.03
290281,-0.97,1.58,-4.98,8.29,-0.07,0.04,0.02
290326,-1.02,1.55,-4.98,8.19,-0.09,0.04,0.02
290372,-1.01,1.50,-5.03,7.99,-0.08,0.04,0.01
290427,-1.05,1.64,-5.03,7.95,-0.06,0.03,0.00
290477,-1.02,1.27,-5.07,7.69,-0.01,0.03,-0.02
290523,-1.05,2.34,-4.94,8.82,-0.03,0.01,0.01
290568,-1.03,1.49,-5.04,7.89,-0.07,0.03,0.06
290614,-1.17,1.32,-5.05,7.84,-0.02,0.00,0.02
290659,-1.11,1.55,-5.01,8.38,-0.03,0.03,0.01
290707,-1.15,1.52,-4.98,8.17,-0.05,0.03,0.00
290753,-1.18,1.80,-4.98,8.40,-0.06,0.04,0.01
290799,-1.04,1.56,-5.04,8.06,-0.09,0.04,0.03
290844,-1.00,1.30,-5.08,7.57,-0.03,0.03,0.01
290890,-1.10,1.85,-5.00,8.35,-0.01,0.01,-0.00
290944,-1.02,1.87,-4.98,8.36,-0.07,0.02,0.04
290995,-0.93,1.39,-5.04,7.86,-0.06,0.02,0.05
291040,-1.04,1.44,-5.03,8.01,-0.02,0.03,0.03
291086,-1.06,1.64,-4.98,8.35,-0.03,0.01,0.02
291131,-1.17,1.65,-4.99,8.42,-0.07,0.03,0.03
291177,-1.09,1.45,-5.02,7.97,-0.06,0.03,0.03
291225,-1.05,1.42,-5.02,8.15,-0.05,0.03,0.02
291271,-0.98,1.44,-5.00,8.15,-0.04,0.04,0.01
291316,-1.04,1.73,-5.01,8.13,-0.05,0.04,0.01
291363,-0.96,1.73,-5.01,8.28,-0.05,0.02,0.02
291408,-0.92,1.36,-5.05,7.94,-0.05,0.04,0.03
291462,-1.01,1.58,-5.01,8.12,-0.03,0.02,-0.00
291513,-1.02,1.64,-5.01,8.26,-0.04,0.03,0.01
291558,-1.12,1.41,-5.01,7.80,-0.02,0.04,0.01
291604,-1.09,2.06,-4.96,8.58,-0.03,0.01,0.02
291649,-1.10,1.54,-5.04,7.83,-0.05,0.02,0.04
291695,-1.15,1.43,-5.01,7.92,-0.00,-0.00,0.02
291743,-1.08,1.91,-4.93,8.70,-0.02,0.00,0.03
291790,-1.05,1.88,-4.95,8.33,-0.07,0.02,0.07
291835,-1.01,1.37,-4.98,8.12,-0.09,0.04,0.08
291881,-0.97,0.85,-5.01,7.77,-0.05,0.03,0.02
291926,-0.97,1.90,-4.93,8.08,0.01,-0.36,-0.07
291980,-1.04,2.30,-4.96,9.00,-0.13,0.34,0.04
292030,-1.02,1.35,-5.10,7.32,-0.14,0.02,0.06
292076,-1.00,1.92,-5.09,7.54,-0.03,0.02,0.06
292122,-0.97,1.86,-5.09,8.09,-0.03,-0.03,0.09
292167,-0.95,0.69,-5.09,7.44,0.02,0.03,0.04
292213,-0.94,1.34,-4.96,8.23,0.08,-0.01,-0.03
292263,-0.96,2.06,-4.89,8.58,0.01,-0.01,-0.02
292308,-0.94,1.97,-4.87,8.75,-0.05,0.04,0.03
292354,-0.99,1.28,-5.01,7.57,-0.05,0.02,0.03
292399,-0.99,1.35,-4.98,7.97,0.01,0.02,-0.02
292445,-1.01,1.53,-4.90,8.28,0.01,0.02,-0.04
292499,-1.04,2.25,-4.83,8.89,-0.04,0.02,-0.01
292549,-1.11,1.79,-4.87,8.11,-0.09,0.04,0.05
292595,-1.16,1.68,-4.95,8.08,-0.08,0.02,0.06
292640,-1.23,1.46,-4.96,7.90,-0.06,0.03,0.05
292687,-1.10,1.35,-4.92,8.12,-0.03,0.02,0.01
292732,-1.05,1.85,-4.87,8.61,-0.05,0.02,-0.00
292781,-1.10,1.73,-4.88,8.50,-0.10,0.05,0.02
292826,-1.10,1.74,-4.98,8.10,-0.12,0.05,0.04
292872,-1.07,1.29,-5.04,7.51,-0.08,0.03,0.03
292917,-0.97,1.61,-5.00,7.99,-0.02,0.01,-0.00
292963,-1.02,1.80,-4.93,8.42,-0.03,0.03,0.01
293017,-0.96,1.71,-4.96,8.11,-0.05,0.02,0.03
293067,-0.99,1.47,-4.98,7.88,-0.03,0.01,0.03
293114,-0.90,1.46,-4.93,8.16,-0.01,0.02,0.00
293159,-0.83,1.71,-4.90,8.54,-0.03,0.02,-0.01
293205,-0.88,1.90,-4.91,8.34,-0.08,0.03,0.02
293250,-0.87,1.61,-4.99,7.77,-0.06,0.03,0.03
293298,-0.84,1.60,-4.95,8.06,-0.04,0.02,0.02
293344,-0.90,1.83,-4.96,8.21,-0.04,0.02,0.04
293390,-0.99,1.42,-4.97,7.90,-0.02,0.02,0.04
293435,-0.94,1.30,-4.94,8.11,0.01,0.02,0.00
293481,-0.97,1.91,-4.85,8.78,-0.02,0.02,-0.01
293534,-0.96,1.90,-4.90,8.26,-0.09,0.03,0.03
293586,-1.04,1.58,-4.92,8.39,-0.12,0.05,0.05
293631,-1.05,1.26,-5.04,7.48,-0.08,0.05,0.03
293677,-1.00,1.61,-4.95,8.43,-0.03,0.04,-0.00
293722,-0.96,1.81,-4.92,8.78,-0.11,0.06,0.02
293768,-0.92,1.43,-5.08,7.49,-0.11,0.05,0.02
293814,-0.92,1.49,-5.08,7.64,-0.02,0.02,-0.01
293862,-0.89,1.73,-4.99,8.31,-0.03,0.03,0.01
293907,-0.88,1.41,-5.02,7.66,0.00,0.01,-0.01
293953,-0.83,2.25,-4.91,8.88,-0.02,0.01,0.02
293998,-0.86,1.58,-4.99,7.94,-0.07,0.03,0.06
294053,-0.92,1.49,-5.00,7.90,-0.02,0.01,0.04
294103,-0.94,1.95,-4.96,8.34,-0.02,0.01,0.06
294149,-0.95,1.42,-4.95,8.11,-0.03,0.01,0.06
294194,-0.98,1.54,-4.91,8.68,-0.05,0.03,0.05
294240,-1.05,1.45,-4.98,8.22,-0.11,0.04,0.03
294286,-0.99,1.13,-5.07,7.32,-0.04,0.04,-0.01
294331,-0.93,1.88,-4.98,8.12,0.01,0.01,-0.03
294379,-0.92,1.93,-4.94,8.37,-0.01,0.01,0.01
294425,-1.14,1.89,-4.89,8.49,-0.03,0.01,0.04
294470,-1.07,1.28,-4.94,8.09,-0.07,0.03,0.04
294516,-1.04,1.33,-4.98,7.79,-0.01,0.01,-0.02
294571,-1.09,1.88,-4.87,8.63,-0.04,0.04,0.00
294621,-1.10,1.51,-4.92,7.94,-0.05,0.03,0.00
294667,-1.03,2.00,-4.89,8.48,-0.05,0.03,0.01
294712,-0.97,1.70,-4.92,8.26,-0.08,0.04,0.04
294758,-1.14,1.46,-4.98,7.96,-0.08,0.04,0.04
294803,-1.12,1.21,-5.02,7.40,-0.01,0.02,-0.01
294849,-1.15,1.80,-4.92,8.14,0.05,-0.00,-0.03
294897,-1.09,2.31,-4.81,9.04,-0.01,0.01,0.03
294943,-1.03,2.07,-4.89,8.57,-0.10,0.03,0.10
294988,-0.89,1.29,-4.91,7.92,-0.10,0.03,0.10
295035,-0.78,1.21,-4.93,8.22,-0.09,0.03,0.05
295089,-0.88,1.02,-4.95,7.92,-0.09,0.06,-0.01
295139,-0.85,1.52,-4.97,7.98,-0.04,0.04,-0.07
295185,-0.88,2.06,-4.92,8.58,-0.06,0.04,-0.05
295230,-1.05,1.89,-4.98,8.08,-0.09,0.05,0.00
295276,-0.95,1.93,-5.00,8.03,-0.06,0.04,0.04
295321,-0.98,1.57,-5.03,7.88,-0.06,0.03,0.07
295367,-1.05,1.13,-5.02,7.73,0.00,0.01,0.02
295415,-0.92,1.84,-4.90,8.89,-0.02,0.02,0.01
295462,-0.93,1.48,-4.97,7.87,-0.04,0.03,0.01
295507,-0.96,1.91,-4.91,8.70,-0.05,0.03,0.02
295553,-0.94,1.65,-4.98,8.05,-0.10,0.06,0.06
295606,-0.94,1.15,-5.04,7.39,-0.02,0.01,0.00
295657,-0.89,2.00,-4.93,8.55,0.01,-0.00,-0.00
295702,-0.78,1.92,-4.94,8.23,-0.03,0.01,0.05
295748,-0.90,1.56,-4.96,7.70,-0.00,-0.01,0.06
295793,-0.96,1.56,-4.92,8.22,0.04,-0.01,0.05
295839,-1.00,1.49,-4.85,8.47,0.00,0.00,0.03
295884,-0.99,1.58,-4.88,8.26,-0.01,0.00,0.01
295934,-1.05,1.63,-4.80,8.64,-0.03,0.03,0.01
295979,-0.99,1.52,-4.86,8.24,-0.07,0.05,0.00
296025,-0.98,1.58,-4.87,8.16,-0.05,0.04,-0.01
296070,-0.97,1.70,-4.88,8.29,-0.05,0.04,-0.01
296124,-1.00,1.82,-4.90,7.88,-0.05,0.02,0.01
296174,-0.99,1.75,-4.88,7.97,0.01,0.00,0.03
296220,-1.00,1.82,-4.84,8.38,0.01,0.01,0.04
296265,-1.13,1.62,-4.81,8.21,-0.00,-0.00,0.05
296311,-1.10,1.55,-4.80,8.05,0.02,0.00,0.04
296358,-1.06,1.71,-4.73,8.55,0.02,0.00,0.04
296403,-1.02,1.70,-4.69,8.73,-0.05,0.01,0.04
296451,-0.97,1.62,-4.78,8.14,-0.06,0.03,0.04
296497,-0.93,1.57,-4.78,8.09,-0.04,0.02,0.02
296542,-0.92,1.84,-4.74,8.53,-0.05,0.02,0.03
296588,-0.82,1.42,-4.78,8.14,-0.05,0.03,0.02
296642,-0.90,1.69,-4.78,8.23,-0.05,0.04,0.00
296692,-0.84,1.79,-4.75,8.58,-0.07,0.04,0.00
296739,-0.85,1.69,-4.77,8.31,-0.10,0.05,0.01
296784,-0.91,1.66,-4.84,8.01,-0.09,0.05,0.01
296830,-0.87,1.56,-4.87,7.96,-0.07,0.06,0.02
296875,-0.90,2.00,-4.75,8.63,-0.03,-0.01,-0.01
296921,-0.91,1.95,-4.83,8.42,-0.08,0.05,0.05
296969,-0.87,1.29,-4.86,7.83,-0.06,0.04,0.03
297015,-0.90,1.58,-4.90,7.67,0.01,0.01,0.00
297060,-0.90,1.73,-4.77,8.46,0.02,0.00,-0.00
297106,-0.90,1.85,-4.79,8.00,0.03,-0.01,0.01
297159,-0.92,1.97,-4.65,8.84,-0.01,0.01,0.05
297211,-0.96,1.40,-4.69,8.61,-0.07,0.04,0.04
297256,-0.96,1.62,-4.70,8.71,-0.10,0.05,0.01
297302,-1.00,1.87,-4.77,8.68,-0.17,0.07,0.02
297348,-0.99,2.03,-4.88,8.30,-0.21,0.07,0.05
297393,-0.96,1.70,-5.02,7.37,-0.17,0.05,0.08
297439,-0.91,1.42,-5.05,7.10,-0.04,0.01,0.07
297487,-0.92,1.61,-5.01,7.30,0.07,-0.05,0.05
297532,-0.98,1.35,-4.91,7.65,0.16,-0.06,0.02
297578,-0.94,1.83,-4.71,8.75,0.18,-0.04,0.01
297624,-1.01,2.08,-4.62,8.90,0.10,-0.06,0.04
297678,-1.09,1.52,-4.56,8.93,0.02,0.05,0.06
297728,-1.01,1.56,-4.63,8.28,-0.02,0.01,0.03
297774,-0.99,1.80,-4.61,8.46,-0.03,0.02,0.03
297820,-1.04,1.60,-4.63,8.29,-0.03,0.05,0.03
297865,-0.99,2.20,-4.65,8.41,-0.01,-0.05,0.03
297911,-1.00,1.59,-4.59,8.67,-0.06,-0.00,0.03
297956,-1.03,1.53,-4.62,8.22,-0.06,0.05,0.03
298004,-1.13,1.58,-4.61,8.24,-0.05,0.03,0.01
298050,-1.03,1.93,-4.63,8.36,-0.02,0.02,-0.00
298096,-1.05,1.78,-4.58,8.24,-0.03,0.03,0.02
298141,-1.23,1.71,-4.56,8.55,-0.02,0.01,0.00
298196,-1.19,1.96,-4.56,8.57,-0.04,0.01,0.03
298246,-1.15,1.98,-4.58,8.33,-0.07,0.02,0.07
298292,-1.21,1.18,-4.60,8.16,-0.06,0.06,0.06
298337,-1.20,1.53,-4.62,8.15,-0.01,0.01,-0.01
298383,-1.20,1.94,-4.53,8.64,-0.04,0.03,0.00
298428,-1.15,1.50,-4.63,8.93,-0.11,0.19,0.08
298474,-1.09,2.10,-4.63,7.87,-0.05,-0.13,0.01
298522,-1.04,1.78,-4.55,8.83,-0.08,-0.02,0.02
298568,-1.00,1.81,-4.69,8.23,-0.10,0.04,0.03
298613,-0.94,1.51,-4.65,8.00,-0.08,0.04,0.03
298660,-0.89,1.67,-4.67,8.34,-0.06,0.01,0.00
298714,-0.94,1.66,-4.58,8.80,-0.09,0.06,0.00
298764,-0.96,1.43,-4.70,7.89,-0.11,0.07,-0.01
298810,-0.90,2.08,-4.77,8.05,-0.03,-0.02,-0.04
298855,-0.99,2.21,-4.63,8.94,-0.08,0.06,0.04
298901,-1.03,1.64,-4.76,7.93,-0.10,0.03,0.06
298946,-1.04,1.47,-4.77,7.81,-0.03,0.01,0.04
298992,-1.08,1.74,-4.67,8.65,-0.03,0.02,0.02
299037,-1.02,1.50,-4.70,8.30,-0.07,0.04,0.01
299087,-1.03,1.69,-4.75,7.92,-0.05,0.02,-0.01
299132,-1.09,1.88,-4.71,8.74,-0.05,0.05,0.01
299178,-1.04,1.75,-4.73,8.27,-0.07,0.05,0.02
299232,-1.02,1.90,-4.75,8.40,-0.10,0.04,0.03
299282,-1.01,1.50,-4.78,8.04,-0.09,0.05,0.04
299327,-0.98,1.52,-4.79,7.99,-0.05,0.03,0.01
299373,-1.00,1.73,-4.78,8.37,-0.05,0.03,0.00
299419,-0.96,1.58,-4.80,8.10,-0.06,0.04,-0.00
299464,-1.05,1.88,-4.77,8.38,-0.05,0.03,-0.00
299510,-1.07,1.71,-4.81,8.05,-0.05,0.02,0.01
299556,-1.10,1.90,-4.76,8.38,-0.04,0.03,0.02
299604,-1.10,1.78,-4.74,8.59,-0.08,0.04,0.04
299650,-1.08,1.47,-4.86,7.86,-0.08,0.03,0.03
299696,-1.07,1.59,-4.81,8.15,-0.03,0.03,0.01
299749,-1.02,1.76,-4.78,8.44,-0.05,0.03,0.02
299800,-1.03,1.74,-4.82,8.24,-0.07,0.04,0.04
299845,-0.98,1.75,-4.81,8.26,-0.06,0.03,0.04
299891,-1.01,1.51,-4.85,8.25,-0.07,0.04,0.04
299936,-1.01,1.52,-4.85,7.94,-0.05,0.03,0.01
299983,-1.11,1.72,-4.85,8.10,-0.03,0.02,0.01
300029,-1.14,1.67,-4.80,8.29,-0.02,0.02,0.02
300074,-1.11,1.55,-4.80,8.45,-0.04,0.04,0.01
300122,-1.06,1.62,-4.81,8.30,-0.06,0.04,0.01
300168,-1.10,1.74,-4.82,8.23,-0.06,0.03,0.00
300213,-1.06,1.74,-4.84,8.20,-0.06,0.03,0.01
300267,-1.09,1.67,-4.82,8.16,-0.04,0.03,0.02
300318,-1.09,1.75,-4.83,8.34,-0.05,0.04,0.03
300363,-1.09,1.71,-4.85,8.18,-0.04,0.02,0.03
300410,-1.05,1.67,-4.84,8.01,-0.04,0.01,0.03
300455,-0.92,1.71,-4.81,8.33,-0.02,0.01,0.03
300501,-0.90,1.64,-4.81,8.34,-0.03,0.02,0.03
300546,-0.87,1.59,-4.83,8.15,-0.03,0.02,0.02
300592,-0.93,1.79,-4.79,8.44,-0.04,0.01,0.02
300640,-0.92,1.75,-4.83,8.16,-0.05,0.02,0.03
300686,-0.97,1.71,-4.82,8.35,-0.06,0.03,0.04
300731,-1.02,1.63,-4.80,8.19,-0.06,0.03,0.04
300785,-1.01,1.39,-4.82,8.11,-0.04,0.03,0.01
300836,-0.96,1.75,-4.81,8.40,-0.05,0.04,-0.00
300882,-0.97,1.64,-4.82,8.03,-0.05,0.03,0.00
300928,-1.06,1.87,-4.81,8.32,-0.04,0.02,0.01
300973,-0.95,1.72,-4.78,8.40,-0.07,0.04,0.02
301019,-1.01,1.70,-4.83,8.00,-0.05,0.02,0.02
301064,-0.96,1.53,-4.83,8.27,-0.05,0.03,0.02
301110,-1.04,1.57,-4.83,7.91,-0.02,0.02,-0.00
301158,-1.13,2.17,-4.75,8.97,-0.05,0.03,0.03
301204,-1.08,1.57,-4.84,8.11,-0.09,0.04,0.06
301249,-1.08,1.16,-4.86,7.68,-0.05,0.03,0.01
301303,-1.13,1.97,-4.79,8.51,-0.02,0.00,-0.02
301354,-1.02,1.91,-4.79,8.37,-0.07,0.05,0.03
301400,-1.09,1.54,-4.80,8.29,-0.06,0.03,0.03
301446,-1.03,1.81,-4.78,8.67,-0.10,0.04,0.03
301491,-0.96,1.60,-4.88,8.33,-0.13,0.06,0.03
301537,-0.97,1.49,-4.95,7.61,-0.10,0.05,0.03
301582,-0.96,1.49,-4.91,8.15,-0.06,0.03,0.01
301628,-0.99,1.69,-4.85,8.51,-0.06,0.05,-0.00
301676,-0.95,1.84,-4.88,8.57,-0.11,0.05,0.01
301722,-0.99,1.58,-4.96,7.82,-0.12,0.06,0.02
301767,-0.99,1.80,-5.03,7.76,-0.06,0.01,0.03
301822,-0.99,1.69,-4.99,7.90,-0.05,-0.00,0.02
301872,-0.99,1.37,-4.96,7.78,0.02,-0.00,-0.01
301918,-0.99,2.22,-4.85,9.24,-0.02,0.02,0.02
301963,-1.01,1.76,-4.92,8.21,-0.12,0.04,0.08
302009,-1.03,1.34,-5.03,7.52,-0.07,0.02,0.06
302055,-0.98,1.51,-4.99,7.92,-0.01,0.01,0.04
302100,-0.94,1.49,-4.95,8.13,-0.02,0.01,0.03
302146,-0.96,1.53,-4.98,7.87,0.01,0.00,0.01
302202,-0.99,1.49,-4.87,8.31,0.02,0.01,-0.01
302247,-1.02,1.73,-4.83,8.69,-0.02,0.02,-0.02
302293,-0.99,1.86,-4.89,8.11,-0.05,0.02,0.00
302347,-0.96,1.95,-4.87,8.38,-0.04,0.03,0.04
302397,-0.95,1.31,-4.93,7.88,-0.04,0.03,0.04
302443,-0.91,1.50,-4.88,8.13,-0.01,0.01,0.01
302488,-0.94,1.87,-4.85,8.30,-0.02,0.01,0.00
302534,-1.05,1.74,-4.82,8.43,-0.04,0.02,0.02
302579,-0.97,1.87,-4.86,8.35,-0.06,0.03,0.03
302625,-0.97,1.36,-4.87,7.94,-0.06,0.04,0.03
302671,-0.94,1.57,-4.86,8.11,-0.02,0.03,-0.01
302720,-1.06,1.74,-4.83,8.36,-0.04,0.03,0.00
302765,-1.11,1.54,-4.85,8.05,-0.04,0.05,-0.00
302811,-1.01,2.04,-4.81,8.54,-0.05,0.03,0.02
302866,-1.08,1.64,-4.88,8.00,-0.06,0.02,0.04
302916,-1.07,1.59,-4.83,8.29,-0.04,0.02,0.02
302961,-1.04,1.64,-4.83,8.25,-0.05,0.03,0.01
303007,-1.10,1.68,-4.86,8.09,-0.05,0.02,0.01
303054,-1.05,1.82,-4.84,8.31,-0.04,0.03,0.02
303099,-0.99,1.61,-4.85,8.17,-0.05,0.03,0.02
303145,-1.08,1.71,-4.83,8.34,-0.05,0.03,0.02
303190,-1.09,1.70,-4.84,8.33,-0.07,0.03,0.02
303238,-1.09,1.68,-4.85,8.26,-0.08,0.04,0.03
303284,-1.21,1.71,-4.85,8.35,-0.08,0.04,0.03
303330,-1.19,1.64,-4.91,8.20,-0.09,0.03,0.03
303383,-1.11,1.59,-4.90,8.40,-0.11,0.04,0.02
303434,-0.96,1.61,-4.96,8.09,-0.12,0.05,0.01
303479,-1.04,1.47,-5.00,7.74,-0.08,0.06,-0.00
303526,-1.03,1.82,-5.01,7.98,-0.05,0.02,0.00
303572,-1.07,1.76,-4.98,8.11,-0.04,0.02,0.03
303617,-1.11,1.51,-4.98,8.08,-0.03,0.02,0.03
303663,-1.14,1.61,-4.93,8.28,-0.04,0.03,0.03
303708,-1.09,1.61,-4.94,8.26,-0.04,0.02,0.02
303756,-1.08,1.67,-4.95,8.36,-0.07,0.04,0.02
303802,-1.08,1.57,-4.96,8.31,-0.08,0.04,0.02
303848,-1.07,1.65,-5.03,8.00,-0.08,0.04,0.02
303901,-1.04,1.59,-5.02,8.02,-0.07,0.03,0.01
303953,-1.03,1.56,-5.02,7.97,-0.05,0.03,0.01
303998,-0.99,1.71,-4.99,8.26,-0.04,0.03,0.02
304044,-1.01,1.62,-5.00,8.23,-0.05,0.03,0.03
304089,-1.15,1.43,-5.00,8.17,-0.07,0.04,0.02
304135,-1.15,1.48,-5.01,8.15,-0.06,0.05,-0.00
304180,-1.15,1.70,-4.99,8.26,-0.07,0.04,-0.01
304226,-1.13,1.75,-5.04,8.24,-0.09,0.04,0.01
304272,-1.17,1.64,-5.09,7.85,-0.08,0.04,0.02
304320,-1.19,1.60,-5.07,8.27,-0.07,0.03,0.01
304365,-1.21,1.59,-5.09,7.98,-0.07,0.04,0.02
304420,-1.14,1.37,-5.07,8.07,-0.05,0.05,0.01
304471,-1.11,1.70,-5.08,8.15,-0.06,0.04,0.00
304516,-1.11,1.48,-5.08,8.09,-0.07,0.04,-0.00
304562,-1.12,1.89,-5.09,8.20,-0.06,0.03,0.01
304607,-1.09,1.70,-5.13,8.02,-0.07,0.03,0.04
304653,-1.14,1.45,-5.13,7.81,-0.05,0.02,0.03
304698,-1.13,1.66,-5.11,8.08,-0.03,0.02,0.03
304744,-1.12,1.60,-5.12,8.07,-0.04,0.01,0.03
304790,-1.20,1.18,-5.12,7.98,-0.03,0.03,0.01
304838,-1.16,1.70,-5.06,8.53,-0.05,0.03,-0.01
304883,-1.16,1.61,-5.08,8.15,-0.10,0.05,-0.00
304938,-1.14,1.67,-5.12,7.93,-0.07,0.04,-0.01
304989,-1.16,1.55,-5.13,8.13,-0.07,0.06,-0.01
305034,-1.15,1.76,-5.15,8.00,-0.06,0.04,-0.00
305080,-1.14,2.00,-5.18,7.75,-0.04,0.01,0.03
305125,-1.12,1.62,-5.19,7.62,0.00,-0.00,0.07
305171,-1.20,1.23,-5.11,7.75,0.06,-0.01,0.04
305217,-1.17,1.78,-5.02,8.57,0.05,-0.03,0.03
305262,-1.22,1.41,-5.05,8.04,0.02,0.01,0.03
305308,-1.23,1.60,-4.96,8.23,0.03,-0.01,0.01
305356,-1.20,1.67,-4.96,8.40,-0.01,0.01,0.02
305402,-1.22,0.75,-5.04,8.18,-0.03,-0.10,-0.00
305456,-1.26,1.92,-4.92,8.14,0.03,-0.26,-0.06
305507,-1.19,2.19,-4.87,8.31,0.02,-0.09,-0.07
305552,-1.23,2.47,-4.78,8.81,-0.05,0.12,-0.00
305598,-1.23,1.73,-4.94,7.87,-0.08,-0.11,0.02
305644,-1.17,2.20,-5.04,8.10,-0.05,-0.78,0.04
305689,-1.19,2.52,-4.94,7.48,-0.01,-0.55,0.05
305735,-1.21,2.68,-4.72,8.29,-0.00,0.06,0.02
305780,-1.20,2.65,-4.86,8.32,-0.04,0.38,0.03
305827,-1.27,2.49,-4.97,8.16,-0.05,0.46,0.07
305875,-1.32,2.13,-4.89,8.00,-0.04,0.14,0.10
305921,-1.27,1.74,-4.90,7.92,-0.03,0.15,0.10
305974,-1.26,1.76,-4.86,8.66,-0.02,0.03,0.03
306025,-1.31,2.04,-4.89,8.50,-0.13,0.09,0.06
306070,-1.32,1.37,-4.99,7.37,-0.09,0.06,0.01
306116,-1.26,2.17,-4.90,8.42,-0.04,0.03,-0.01
306162,-1.31,2.04,-4.92,8.27,-0.09,0.05,0.02
306207,-1.31,1.77,-4.97,7.80,-0.07,0.05,0.01
306254,-1.32,2.01,-4.92,8.36,-0.06,0.05,0.01
306299,-1.24,1.91,-4.95,8.01,-0.07,0.05,0.01
306345,-1.31,1.98,-4.95,8.18,-0.07,0.04,0.01
306393,-1.30,1.93,-4.99,8.01,-0.06,0.05,0.02
306439,-1.27,1.92,-4.99,7.99,-0.04,0.01,0.01
306492,-1.24,1.99,-4.97,8.19,-0.05,0.03,0.03
306543,-1.22,1.72,-5.01,7.81,-0.03,0.02,0.02
306588,-1.23,1.98,-4.97,8.24,-0.02,0.02,0.01
306634,-1.18,1.84,-4.94,7.97,-0.02,0.02,0.01
306679,-1.16,2.06,-4.91,8.39,-0.02,0.02,0.01
306726,-1.24,1.99,-4.91,8.21,-0.04,0.03,0.03
306771,-1.24,1.91,-4.93,8.19,-0.05,0.03,0.03
306817,-1.25,1.75,-4.96,7.95,-0.04,0.03,0.02
306863,-1.33,1.97,-4.92,8.14,-0.02,0.02,0.01
306911,-1.32,2.00,-4.91,8.35,-0.04,0.03,0.02
306956,-1.29,1.89,-4.88,8.23,-0.06,0.03,0.03
307010,-1.33,1.80,-4.94,7.92,-0.04,0.03,0.02
307060,-1.20,2.03,-4.91,8.14,-0.02,0.01,0.01
307107,-1.18,1.88,-4.91,8.12,-0.03,0.03,0.03
307153,-1.22,2.06,-4.86,8.32,-0.03,0.02,0.03
307198,-1.25,1.73,-4.92,8.00,-0.05,0.03,0.03
307244,-1.30,2.00,-4.87,8.39,-0.04,0.02,0.01
307289,-1.23,2.03,-4.90,8.03,-0.06,0.03,0.03
307335,-1.23,1.88,-4.93,7.90,-0.03,0.01,0.02
307380,-1.15,1.97,-4.89,8.41,-0.03,0.02,0.03
307429,-1.22,1.81,-4.89,8.12,-0.05,0.03,0.03
307474,-1.25,1.91,-4.89,8.23,-0.04,0.03,0.02
307528,-1.24,1.91,-4.90,8.05,-0.06,0.03,0.02
307579,-1.21,2.02,-4.91,8.15,-0.04,0.02,0.02
