time_ms,relative_alt_m,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
558033,0.24,0.00,-10.03,-1.48,-0.04,-0.01,-0.10
558087,0.19,-0.37,-9.85,-1.03,-0.03,0.08,-0.08
558137,0.14,-0.11,-9.83,-1.03,-0.04,-0.27,-0.05
558183,0.24,-0.14,-9.90,-1.24,-0.10,-0.09,-0.02
558229,0.12,-0.06,-9.57,-1.56,-0.14,0.05,-0.01
558274,-0.00,0.27,-9.83,-1.41,-0.16,-0.18,-0.05
558320,0.01,-0.44,-10.13,-1.64,-0.18,0.08,-0.08
558366,0.04,-0.23,-9.90,-1.59,-0.18,-0.23,-0.13
558415,0.05,0.42,-9.72,-2.00,-0.15,0.22,-0.16
558460,-0.01,0.73,-9.67,-1.71,-0.10,0.13,-0.10
558506,-0.04,0.43,-10.19,-1.69,-0.08,0.18,-0.03
558552,-0.02,0.29,-9.82,-1.59,-0.06,-0.07,0.00
558606,0.03,0.09,-9.96,-1.20,-0.08,0.11,0.06
558656,0.00,-0.62,-9.98,-1.18,-0.09,-0.14,0.14
558702,0.01,-0.12,-9.48,-1.91,-0.06,-0.03,0.10
558747,0.00,-0.68,-10.01,-1.19,-0.05,-0.44,0.04
558793,0.01,-0.38,-10.11,-2.05,-0.08,-0.21,-0.07
558839,-0.04,0.96,-9.51,-2.19,-0.09,0.34,-0.16
558885,-0.01,0.73,-9.59,-1.70,-0.12,0.27,-0.13
558934,0.00,-1.47,-10.44,-0.70,-0.23,0.14,-0.09
558979,0.11,0.01,-9.64,-1.50,-0.32,0.27,-0.09
559025,0.06,2.62,-9.05,-2.70,-0.35,0.75,0.01
559070,0.08,0.45,-10.11,-1.90,-0.34,0.43,0.21
559124,0.14,-0.38,-10.17,-3.26,-0.24,-0.21,0.19
559175,0.14,2.18,-8.74,-3.87,-0.09,0.43,0.19
559220,0.11,2.13,-9.36,-3.76,0.02,0.14,0.28
559267,0.01,-0.36,-10.25,-2.14,0.10,0.33,0.30
559312,0.06,-0.85,-9.90,-1.90,0.11,-0.70,0.16
559358,0.03,-1.37,-8.97,-2.08,0.11,-0.28,0.07
559404,0.04,-1.66,-9.17,-1.77,0.13,-0.50,0.02
559452,0.06,-2.72,-10.00,-1.89,0.15,-0.99,-0.03
559497,0.05,-1.97,-9.85,-2.04,0.15,-0.95,-0.07
559543,0.07,-0.55,-9.60,-2.15,0.10,-0.73,-0.05
559589,0.12,-0.24,-9.45,-2.25,0.02,-0.77,0.03
559642,0.15,0.12,-9.28,-2.85,-0.06,-0.80,0.11
559694,0.23,0.01,-9.05,-2.38,-0.14,-0.46,0.13
559739,0.12,-0.19,-9.39,-1.80,-0.25,-0.32,0.10
559785,0.09,-0.36,-9.68,-1.15,-0.40,-0.21,0.05
559831,0.11,-0.18,-10.10,-0.87,-0.56,-0.43,-0.02
559876,0.03,0.59,-10.41,-1.08,-0.76,-0.72,-0.07
559924,0.06,0.26,-10.55,-1.65,-0.90,-0.45,-0.14
559970,0.04,0.10,-10.74,-2.61,-0.90,-0.35,-0.21
560016,-0.04,-0.19,-10.64,-3.57,-0.74,-0.17,-0.33
560062,-0.08,-0.39,-10.70,-4.46,-0.47,-0.48,-0.44
560107,-0.04,0.31,-10.12,-4.75,-0.13,-0.21,-0.53
560161,-0.09,0.31,-9.79,-4.03,0.24,-0.23,-0.55
560213,-0.12,0.74,-9.47,-4.11,0.47,-0.30,-0.49
560258,-0.11,0.77,-9.45,-3.65,0.60,-0.42,-0.36
560304,-0.05,1.21,-9.19,-3.38,0.62,-0.54,-0.20
560350,0.01,0.93,-9.37,-2.83,0.58,-0.45,-0.03
560395,-0.02,0.91,-9.25,-2.32,0.50,-0.54,0.09
560444,-0.04,0.55,-9.21,-1.64,0.37,-0.42,0.19
560489,0.07,0.55,-9.27,-1.03,0.22,-0.39,0.25
560535,0.07,0.43,-9.37,-0.78,0.06,-0.22,0.30
560580,0.06,0.24,-9.67,-0.88,-0.06,-0.16,0.31
560626,0.02,-0.11,-10.08,-1.27,-0.13,-0.20,0.29
560681,0.02,-0.45,-10.06,-1.29,-0.12,-0.04,0.21
560731,0.06,-0.45,-10.12,-1.65,-0.04,-0.13,0.10
560777,0.05,-0.64,-10.33,-1.52,0.06,-0.07,0.01
560823,0.14,-0.61,-10.27,-1.47,0.16,-0.18,-0.03
560868,0.16,-0.35,-10.19,-1.43,0.23,-0.21,-0.03
560914,0.15,0.04,-9.84,-1.41,0.26,-0.15,-0.02
560962,0.18,-0.32,-9.88,-1.38,0.28,0.07,-0.01
561008,0.22,-0.20,-9.60,-1.12,0.30,-0.08,-0.03
561053,0.23,-0.28,-9.84,-1.13,0.29,0.15,-0.05
561099,0.28,-0.30,-9.84,-0.43,0.24,0.20,-0.08
561146,0.30,-0.01,-10.37,-0.36,0.16,0.45,-0.09
561200,0.25,0.12,-10.39,0.00,0.06,0.88,-0.06
561250,0.22,0.07,-9.89,-0.13,0.01,0.87,-0.06
561295,0.16,0.54,-9.67,-0.49,0.03,0.98,-0.07
561341,0.12,0.87,-9.83,-0.31,0.07,1.08,-0.12
561387,0.15,0.64,-10.23,-0.74,0.12,1.30,-0.15
561432,0.14,0.75,-10.59,-0.70,0.17,1.47,-0.14
561480,0.20,1.18,-10.34,-0.50,0.15,1.54,-0.11
561526,0.19,0.93,-10.06,0.19,0.08,1.88,-0.04
561572,0.16,0.20,-9.86,0.28,0.03,1.70,0.02
561618,0.25,0.97,-8.96,-0.17,0.01,1.31,0.01
561663,0.23,0.45,-9.69,-0.11,0.07,1.97,-0.03
561717,0.31,0.25,-9.14,0.31,0.10,0.48,-0.16
561768,0.33,0.32,-9.97,-0.03,0.06,1.09,-0.33
561813,0.26,-0.25,-9.91,-0.19,0.04,1.22,-0.47
561859,0.18,0.28,-9.35,-0.48,0.08,1.57,-0.57
561904,0.11,0.75,-9.73,0.43,0.07,1.24,-0.51
561950,0.12,1.91,-10.24,0.49,-0.00,1.08,-0.33
561999,0.18,-0.35,-10.26,1.02,-0.05,1.84,-0.11
562045,0.18,2.77,-10.87,0.19,-0.25,0.48,0.10
562090,0.29,2.45,-9.08,0.47,-0.38,2.30,-0.20
562136,0.28,0.72,-10.82,1.92,-0.58,3.02,-0.35
562181,0.23,1.24,-12.09,0.44,-0.63,3.00,-0.41
562235,0.23,2.10,-10.15,1.05,-0.70,1.91,-0.51
562286,0.27,2.75,-11.25,0.03,-0.77,2.36,-0.59
562331,0.29,2.71,-11.02,-0.92,-0.72,2.03,-0.59
562377,0.29,3.19,-11.30,-1.69,-0.61,1.93,-0.56
562423,0.18,2.63,-10.35,-2.56,-0.55,1.15,-0.51
562469,0.19,3.48,-10.18,-2.83,-0.56,1.51,-0.42
562518,0.20,3.14,-8.96,-2.94,-0.56,0.64,-0.27
562563,0.25,3.99,-8.45,-2.94,-0.53,-0.23,-0.07
562609,0.24,3.82,-7.94,-2.30,-0.48,-0.18,0.13
562655,0.23,4.97,-8.27,-2.94,-0.31,-0.54,0.40
562700,0.32,4.75,-8.04,-2.83,-0.11,-0.10,0.68
562754,0.33,3.57,-7.51,-2.47,0.18,-0.48,1.03
562804,0.40,2.45,-7.92,-1.71,0.36,-0.12,1.29
562851,0.42,1.20,-7.58,-1.20,0.43,-0.76,1.29
562897,0.43,0.80,-8.80,-0.93,0.54,-0.95,1.19
562942,0.58,-0.26,-8.98,-0.41,0.61,-0.38,0.95
562990,0.55,-0.59,-9.54,-0.65,0.59,0.63,0.65
563036,0.51,-1.46,-9.51,0.03,0.50,0.38,0.38
563082,0.46,-1.44,-9.88,1.02,0.29,-0.43,0.07
563127,0.52,-1.32,-9.84,0.57,0.00,-0.68,-0.21
563173,0.53,-0.65,-10.85,0.62,-0.15,-0.71,-0.31
563218,0.51,-0.02,-10.30,0.01,-0.22,0.29,-0.36
563272,0.49,1.01,-10.47,-0.56,-0.21,-0.16,-0.36
563324,0.59,0.65,-9.69,-0.34,-0.16,-0.34,-0.25
563369,0.60,0.90,-9.94,-0.76,-0.11,0.25,-0.13
563415,0.65,0.70,-9.57,-0.56,-0.10,-0.27,-0.01
563460,0.56,0.78,-9.73,-0.65,-0.14,0.13,0.12
563516,0.59,0.99,-9.49,-0.81,-0.04,-0.05,0.21
563562,0.62,0.58,-9.96,-0.90,0.01,-0.20,0.24
563607,0.55,0.13,-9.90,-0.73,0.06,-0.02,0.24
563653,0.57,0.23,-10.28,-0.68,0.11,-0.13,0.25
563698,0.47,-0.25,-9.73,-0.27,0.14,0.02,0.22
563744,0.45,-0.02,-9.90,0.06,0.12,0.04,0.17
563799,0.47,-0.44,-9.82,0.00,0.06,0.09,0.11
563849,0.47,-0.46,-9.53,0.13,0.05,-0.04,-0.00
563894,0.41,-0.10,-10.08,0.07,-0.01,0.08,-0.08
563940,0.55,-0.15,-9.59,0.20,-0.10,0.01,-0.09
563986,0.54,0.06,-10.04,0.19,-0.16,-0.11,-0.03
564034,0.62,0.13,-9.73,0.00,-0.09,0.13,-0.05
564079,0.59,0.20,-9.49,-0.15,-0.10,-0.06,0.01
564125,0.55,0.23,-10.11,-0.22,-0.11,-0.08,0.03
564170,0.50,0.07,-9.97,-0.26,-0.09,-0.03,-0.01
564217,0.40,0.03,-9.96,-0.21,-0.04,-0.01,-0.07
564263,0.37,0.13,-9.81,-0.08,-0.05,-0.07,-0.07
564317,0.48,0.17,-9.76,-0.36,-0.09,0.06,-0.07
564367,0.49,0.82,-10.98,0.81,-0.04,0.03,-0.08
564413,0.46,0.80,-10.07,0.50,-0.26,-0.10,-0.02
564458,0.48,-0.17,-9.91,-1.02,-0.31,-0.13,0.00
564504,0.44,0.20,-10.24,-1.27,-0.19,0.16,-0.01
564552,0.51,-0.19,-9.86,-1.47,0.02,-0.05,-0.04
564598,0.61,0.22,-9.88,-0.82,0.11,0.01,-0.19
564644,0.57,0.45,-9.96,-0.22,0.08,0.30,-0.28
564690,0.52,0.67,-10.30,-0.16,0.07,0.47,-0.29
564735,0.48,1.12,-9.13,-0.15,0.11,0.20,-0.21
564781,0.40,1.72,-9.56,0.50,-0.00,0.17,-0.11
564835,0.42,1.41,-9.73,0.41,-0.24,0.03,0.03
564885,0.45,1.46,-10.09,-0.10,-0.22,0.46,0.26
564931,0.52,0.97,-9.80,-0.56,-0.22,0.22,0.39
564976,0.51,0.62,-10.00,-0.91,-0.29,-0.34,0.39
565022,0.46,0.28,-10.18,-1.13,-0.20,0.35,0.25
565071,0.46,-0.13,-10.12,-1.34,-0.03,-0.31,0.24
565117,0.32,-0.55,-9.65,-1.41,0.05,-0.28,0.10
565162,0.39,-0.26,-10.54,-1.01,0.29,0.12,-0.01
565208,0.40,-0.17,-10.09,-1.45,0.42,0.09,-0.05
565254,0.51,-0.08,-9.84,-1.01,0.58,0.30,-0.23
565299,0.52,0.57,-9.29,-0.10,0.69,0.27,-0.32
565353,0.46,0.56,-9.49,1.47,0.57,0.04,-0.34
565404,0.46,1.63,-10.00,2.29,0.27,0.12,-0.15
565449,0.43,2.42,-10.68,2.90,-0.08,0.36,0.28
565495,0.43,1.51,-10.39,1.88,-0.28,-0.07,0.67
565541,0.46,0.10,-9.92,1.02,-0.39,-0.19,0.70
565589,0.51,-1.00,-9.30,0.16,-0.51,0.15,0.50
565635,0.49,-1.70,-9.57,-0.30,-0.53,-0.13,0.15
565681,0.52,-0.83,-9.22,-0.11,-0.35,0.07,-0.05
565726,0.52,-0.91,-9.50,-0.52,-0.08,-0.08,-0.02
565772,0.52,-0.47,-9.36,-0.20,0.04,0.05,-0.03
565818,0.57,-0.47,-9.41,0.01,-0.01,-0.02,-0.15
565872,0.55,0.09,-10.15,0.63,-0.13,0.02,-0.33
565924,0.48,0.72,-10.14,1.28,-0.41,0.16,-0.30
565969,0.46,0.24,-9.89,-0.75,-0.40,0.03,-0.17
566015,0.53,0.10,-9.14,-0.91,-0.30,-0.20,-0.11
566060,0.46,1.03,-9.84,0.27,-0.30,-0.20,-0.17
566109,0.48,0.37,-9.94,-1.16,-0.39,-0.07,-0.17
566154,0.56,0.13,-10.58,-1.68,-0.26,0.38,-0.23
566200,0.58,0.79,-9.60,-1.81,-0.05,0.10,-0.27
566245,0.60,0.64,-9.48,-1.01,0.01,-0.12,-0.33
566291,0.55,1.82,-10.53,-0.26,-0.06,-0.10,-0.40
566337,0.59,1.85,-10.39,-0.27,-0.12,-0.02,-0.36
566391,0.62,2.57,-9.95,-0.80,-0.20,0.30,-0.03
566442,0.56,2.13,-9.36,-1.16,-0.15,0.06,0.27
566488,0.62,1.69,-9.58,-1.56,-0.04,0.06,0.49
566533,0.60,0.62,-9.76,-1.25,0.02,-0.09,0.47
566579,0.62,1.16,-11.02,-0.38,-0.04,0.06,0.33
566627,0.58,-0.14,-9.98,-1.31,-0.06,0.10,0.18
566673,0.55,0.04,-10.18,-1.05,0.07,0.15,0.10
566718,0.50,0.46,-9.39,-0.77,0.14,0.61,0.13
566764,0.52,0.70,-10.98,-0.58,0.19,-0.08,0.10
566809,0.54,0.77,-9.73,0.21,0.02,0.19,0.04
566855,0.53,0.44,-9.95,-0.58,-0.15,-0.04,0.04
566910,0.58,-0.01,-9.91,-1.13,-0.19,-0.01,-0.03
566960,0.56,0.35,-10.11,-1.54,-0.08,-0.03,-0.03
567006,0.56,0.39,-10.09,-1.41,0.13,0.11,-0.05
567051,0.59,1.02,-10.03,-0.67,0.16,-0.02,-0.03
567097,0.58,1.02,-9.84,-0.38,0.11,0.03,0.03
567145,0.55,0.80,-9.92,-0.67,0.17,0.18,0.09
567191,0.49,0.97,-9.59,-0.40,0.11,-0.12,0.09
567236,0.58,0.77,-9.98,0.15,0.05,0.16,0.15
567282,0.57,0.51,-9.87,-0.19,-0.00,0.07,0.20
567327,0.53,0.10,-9.93,0.16,-0.01,-0.05,0.26
567374,0.56,-0.30,-9.75,-0.28,-0.04,0.15,0.22
567428,0.54,-0.74,-10.29,-0.81,-0.01,-0.01,0.00
567478,0.48,-0.15,-9.22,-0.70,0.12,-0.03,-0.25
567524,0.46,0.24,-10.15,-0.22,0.14,-0.01,-0.29
567569,0.40,1.09,-9.28,-0.25,0.20,0.05,-0.24
567615,0.40,1.60,-9.67,0.35,0.10,-0.03,-0.02
567663,0.39,1.51,-9.35,0.68,0.03,0.02,0.15
567708,0.46,1.09,-9.87,0.99,-0.02,-0.06,0.17
567754,0.50,0.31,-9.51,0.60,-0.10,0.11,0.27
567799,0.59,-0.12,-9.35,0.08,-0.14,0.20,0.27
567846,0.56,0.08,-9.26,0.05,-0.22,0.08,0.19
567891,0.66,-0.13,-9.05,-0.51,-0.27,0.15,0.11
567945,0.58,-0.19,-9.71,-0.78,-0.01,-0.14,-0.02
567996,0.45,-0.03,-8.94,-0.16,0.05,0.16,-0.08
568041,0.43,0.48,-9.09,-0.45,0.07,0.05,-0.16
568087,0.43,0.22,-9.90,0.15,0.16,0.13,-0.10
568132,0.41,1.76,-9.65,1.21,0.15,0.46,-0.03
568180,0.43,0.48,-8.93,0.84,-0.25,-0.02,0.12
568227,0.36,-0.34,-9.96,-0.40,-0.19,0.19,0.12
568272,0.39,-0.25,-9.99,-0.49,-0.09,0.32,0.02
568318,0.38,-0.21,-10.10,-0.40,-0.04,0.28,-0.13
568364,0.40,1.65,-10.54,0.25,-0.01,0.36,-0.06
568409,0.34,0.73,-9.06,0.13,-0.11,-0.17,0.17
568463,0.24,-0.04,-9.45,-0.09,-0.08,0.02,0.14
568513,0.26,0.71,-10.64,-0.37,0.04,0.43,0.06
568559,0.33,0.79,-10.25,-0.06,0.02,0.09,0.19
568605,0.34,0.22,-10.30,-0.21,0.03,-0.26,0.31
568650,0.36,-1.02,-9.23,-0.55,0.08,0.50,0.34
568699,0.29,-0.47,-11.08,-0.18,0.15,0.25,0.15
568745,0.26,-0.48,-9.62,0.73,0.20,-0.18,0.01
568791,0.24,0.31,-9.88,1.75,0.07,0.28,0.03
568836,0.19,-0.73,-9.27,1.58,-0.14,-0.09,0.18
568882,0.12,-0.94,-9.11,0.38,-0.31,0.39,0.05
568927,0.04,-0.22,-9.73,0.20,-0.35,0.72,-0.11
568981,0.11,-0.64,-9.73,0.43,-0.32,0.32,-0.08
569031,0.12,0.03,-9.79,-1.18,-0.15,-0.03,-0.07
569077,0.08,-0.11,-9.98,-0.56,-0.06,0.14,0.03
569124,0.05,-0.15,-10.41,-0.31,0.01,-0.00,0.05
569169,0.11,-0.25,-10.60,0.05,-0.03,0.01,0.10
569217,0.16,0.17,-9.28,-0.16,-0.10,0.32,0.14
569263,0.21,-0.10,-10.05,-0.36,-0.12,0.40,0.11
569309,0.19,-0.32,-8.84,-1.54,-0.07,0.82,0.05
569354,0.19,-0.63,-9.85,-0.52,0.05,0.60,-0.08
569400,0.09,-0.63,-9.22,-0.25,0.04,0.13,-0.13
569445,-0.04,-0.29,-10.49,0.34,-0.01,0.15,-0.21
569499,-0.02,0.24,-9.05,0.34,-0.14,-0.07,-0.16
569551,0.00,0.59,-10.22,-0.71,-0.05,-0.34,-0.07
569596,-0.03,0.39,-9.97,-0.91,-0.04,-0.41,-0.04
569642,-0.06,0.29,-10.59,-0.68,0.00,0.02,0.01
569690,0.01,0.19,-9.32,-0.64,0.03,0.41,0.06
569736,-0.03,-0.58,-11.19,0.29,0.03,0.91,0.04
569781,-0.10,-0.18,-9.41,-0.45,-0.01,0.42,-0.03
569827,-0.10,-0.81,-12.05,0.16,0.02,0.18,-0.11
569873,-0.14,0.28,-9.72,-0.44,0.06,-0.14,-0.13
569918,-0.14,-0.19,-11.73,0.81,-0.01,0.14,-0.06
569964,-0.10,-0.23,-10.36,0.06,0.12,-0.80,0.01
570019,-0.24,0.57,-9.79,0.86,0.02,-0.31,-0.20
570069,-0.24,1.37,-9.78,1.41,-0.04,-0.01,-0.33
570115,-0.16,3.33,-9.77,0.51,-0.18,0.60,-0.16
570161,-0.13,2.41,-9.85,-0.14,-0.05,-0.53,0.12
570209,-0.22,1.19,-10.00,-0.36,0.03,-0.67,0.22
570254,-0.13,0.18,-9.98,-0.10,0.04,0.02,0.18
570300,-0.20,0.60,-9.85,0.24,-0.03,0.70,0.08
570346,-0.24,0.75,-9.86,0.56,-0.04,0.47,0.09
570391,-0.26,0.70,-9.81,0.17,-0.09,0.87,0.15
570437,-0.23,0.23,-9.94,0.09,-0.10,0.72,0.23
570482,-0.21,-0.45,-9.88,-0.17,-0.09,1.10,0.17
570537,-0.18,-0.65,-9.93,-0.52,-0.04,1.16,0.10
570588,-0.20,-0.09,-10.04,0.05,0.00,0.15,0.08
570633,-0.27,-0.19,-9.91,0.13,-0.03,0.10,0.09
570679,-0.29,0.08,-9.89,-0.21,-0.06,0.11,0.05
570727,-0.23,0.25,-9.93,-0.18,-0.02,0.39,0.06
570773,-0.20,0.04,-9.90,-0.08,-0.01,0.66,0.10
570818,-0.31,0.09,-9.90,-0.10,-0.01,0.50,0.10
570864,-0.35,-0.31,-9.92,-0.16,0.01,0.61,0.12
570909,-0.31,-0.29,-9.87,-0.04,0.00,0.32,0.13
570955,-0.20,-2.33,-9.68,1.10,0.01,-0.22,0.15
571002,-0.20,0.14,-9.98,0.08,-0.07,-1.39,0.15
571055,-0.26,0.09,-9.88,-0.81,-0.01,0.31,0.06
571106,-0.28,0.00,-9.98,0.09,0.07,0.78,0.08
571151,-0.33,-1.04,-9.81,0.06,0.01,0.25,0.12
571197,-0.29,-0.11,-9.85,-0.01,0.00,-0.18,0.14
571245,-0.27,-0.31,-9.84,0.01,0.01,-0.14,0.12
571291,-0.31,-0.36,-9.90,-0.12,0.04,0.21,0.12
571336,-0.46,-0.42,-9.84,0.05,0.07,0.61,0.13
571382,-0.47,-1.07,-9.57,1.03,0.08,-0.47,0.24
571428,-0.42,-0.17,-10.07,0.18,-0.01,0.05,0.29
571474,-0.33,-0.93,-9.71,-0.01,0.03,0.26,0.32
571520,-0.33,-2.72,-9.46,1.16,0.10,-1.02,0.41
571573,-0.39,-0.83,-10.13,0.27,0.01,-0.29,0.21
571624,-0.29,-2.15,-9.47,1.32,-0.04,-0.12,0.12
571670,-0.24,-1.02,-9.77,0.23,-0.13,-0.52,0.07
571715,-0.30,-1.35,-9.73,0.12,0.00,-0.19,0.07
571763,-0.31,-1.70,-9.73,1.49,-0.04,-0.15,0.03
571809,-0.28,-1.76,-9.64,0.68,-0.07,-0.20,-0.06
571856,-0.41,-1.53,-9.75,1.06,-0.03,0.02,-0.10
571901,-0.35,-1.62,-9.64,0.98,-0.11,-0.45,-0.18
571947,-0.33,-1.42,-9.79,1.18,-0.17,-0.23,-0.26
571993,-0.36,-0.69,-9.86,0.52,-0.23,0.16,-0.35
572038,-0.27,-0.25,-9.99,0.70,-0.29,0.31,-0.30
572092,-0.28,-0.29,-9.73,0.34,-0.32,0.00,-0.24
572142,-0.25,-0.13,-9.65,0.80,-0.33,-0.16,-0.11
572188,-0.30,-0.16,-9.81,-0.73,-0.31,0.04,-0.04
572236,-0.25,-0.74,-9.73,-0.60,-0.16,-0.21,-0.04
572283,-0.17,-0.42,-10.03,-0.14,-0.16,-0.10,-0.06
572329,-0.14,0.05,-9.86,-0.67,-0.12,0.13,-0.05
572374,-0.27,-0.57,-9.92,-0.17,-0.01,-0.07,-0.02
572420,-0.25,-0.51,-9.23,-0.00,-0.02,-0.64,0.00
572466,-0.36,-0.66,-9.69,0.63,-0.05,-0.33,-0.04
572511,-0.30,-0.75,-10.15,-0.08,-0.11,-1.00,-0.10
572557,-0.30,0.12,-10.01,-0.23,-0.09,-0.69,-0.15
572611,-0.29,-0.66,-10.00,-0.43,-0.11,-1.04,-0.03
572662,-0.27,-0.20,-9.81,-0.22,-0.07,-1.31,-0.03
572708,-0.23,0.77,-9.95,-0.43,-0.09,-0.51,-0.04
572757,-0.14,0.64,-9.92,-0.40,-0.05,0.31,0.03
572802,-0.17,-0.65,-9.98,0.50,-0.04,-0.19,0.05
572848,-0.23,0.31,-9.92,0.01,-0.11,-0.01,0.02
572894,-0.21,-0.38,-9.95,-0.10,-0.10,-0.02,0.02
572939,-0.16,-0.14,-9.93,-0.25,-0.09,-0.10,0.01
572985,-0.08,0.23,-9.96,0.10,-0.07,0.09,-0.01
573031,-0.22,0.30,-9.93,0.02,-0.11,0.37,0.00
573076,-0.22,-0.30,-9.93,-0.17,-0.10,0.79,-0.04
573130,-0.24,-0.20,-10.00,-0.24,-0.12,0.18,-0.06
573182,-0.23,-0.33,-9.94,-0.24,-0.08,-0.14,-0.06
573230,-0.23,-0.11,-9.89,0.09,-0.12,-1.08,-0.09
573276,-0.22,0.90,-9.79,-0.25,-0.09,-1.76,-0.04
573321,-0.22,0.83,-9.91,0.18,-0.10,-1.62,0.02
573367,-0.22,0.74,-9.92,-0.91,-0.10,-1.38,0.04
573413,-0.35,0.11,-9.92,-0.24,-0.03,-1.49,0.06
573458,-0.40,0.55,-9.90,-0.11,-0.06,-1.80,0.06
573504,-0.36,0.57,-9.94,-0.08,-0.04,-1.82,0.09
573549,-0.37,0.06,-9.88,0.37,-0.08,-1.83,0.09
573595,-0.43,0.45,-9.96,-0.66,-0.11,-1.46,0.06
573650,-0.40,-0.11,-9.95,0.37,-0.09,-0.85,-0.02
573700,-0.39,0.11,-9.96,-0.10,-0.16,-0.20,-0.10
573749,-0.36,0.32,-9.93,0.61,-0.23,-0.24,-0.05
573794,-0.36,0.71,-10.00,-0.90,-0.26,-0.96,-0.11
573840,-0.34,-0.16,-9.99,-1.14,-0.14,-0.68,-0.01
573886,-0.25,0.34,-10.05,-1.80,-0.11,-1.44,-0.11
573932,-0.20,0.45,-9.95,-1.01,-0.01,-0.68,-0.08
573977,-0.11,0.94,-9.99,-1.03,0.02,-1.20,-0.11
574023,-0.07,1.72,-9.92,-0.17,0.03,-0.19,-0.07
574069,-0.08,1.65,-9.85,0.14,-0.00,0.03,-0.02
574115,-0.06,1.92,-9.84,-0.49,0.04,0.03,0.00
574169,-0.06,0.98,-9.95,-0.39,0.01,0.08,0.10
574219,-0.07,0.74,-9.92,0.24,0.02,0.12,0.07
574267,-0.08,1.07,-9.92,0.05,-0.04,0.24,0.08
574313,-0.15,0.91,-9.88,-0.04,-0.03,0.32,0.11
574359,-0.18,0.72,-9.92,-0.13,-0.05,0.27,0.12
574404,-0.21,0.66,-9.92,-0.23,-0.06,0.65,0.12
574450,-0.21,0.60,-9.96,-0.22,-0.08,0.70,0.11
574495,-0.23,-0.66,-10.05,-0.29,-0.06,0.05,0.10
574542,-0.18,0.22,-9.97,-0.37,-0.03,-0.29,0.04
574588,-0.16,0.33,-9.96,-0.44,-0.04,-0.14,0.02
574633,-0.17,0.36,-10.00,-0.35,-0.02,-0.03,-0.01
574687,-0.21,0.74,-9.91,-0.21,-0.03,0.14,-0.03
574740,-0.16,0.68,-9.96,-0.06,-0.02,0.08,-0.01
574786,-0.16,1.04,-9.91,-0.10,-0.04,0.04,0.02
574832,0.01,0.91,-9.92,-0.03,-0.05,0.03,0.03
574877,0.02,0.90,-9.90,-0.08,-0.06,0.17,0.06
574923,-0.11,0.91,-9.93,-0.13,-0.07,0.10,0.08
574969,-0.13,0.79,-9.91,-0.18,-0.08,0.47,0.11
575015,-0.17,0.67,-9.93,-0.37,-0.07,0.58,0.13
575060,-0.14,0.55,-9.95,-0.64,-0.06,0.89,0.14
575106,-0.14,0.53,-9.96,-0.81,-0.02,1.05,0.16
575152,-0.16,-1.69,-9.98,-0.32,0.07,-0.01,0.17
575206,-0.22,-0.53,-10.03,0.05,0.10,-2.10,0.09
575259,-0.25,0.98,-9.85,-0.23,-0.01,-0.67,-0.01
575304,-0.27,0.20,-9.87,0.57,0.04,-0.66,-0.02
575350,-0.27,0.17,-9.86,0.78,-0.00,-0.49,-0.02
575397,-0.28,0.85,-9.84,0.26,-0.13,-0.77,-0.07
575442,-0.33,0.39,-9.90,-0.31,-0.10,-0.29,-0.02
575488,-0.37,-0.08,-9.96,0.44,-0.09,-1.03,-0.01
575534,-0.30,0.34,-9.90,0.15,-0.11,-1.17,-0.02
575579,-0.40,1.06,-9.91,-0.40,-0.10,-0.22,-0.03
575625,-0.41,0.96,-10.00,-0.62,-0.09,0.22,-0.02
575671,-0.26,0.59,-9.96,-0.39,-0.03,-0.10,0.03
575724,-0.21,0.45,-9.92,0.21,-0.03,0.04,0.02
575777,-0.25,0.34,-9.95,-0.12,-0.04,0.03,0.01
575824,-0.22,0.53,-9.91,0.18,-0.04,-0.19,-0.00
575869,-0.23,0.75,-9.93,-0.15,-0.02,0.23,-0.01
575915,-0.20,0.83,-9.90,0.18,-0.07,0.13,0.06
575961,-0.23,0.28,-9.93,0.23,-0.01,-0.46,0.09
576006,-0.25,0.70,-9.92,-0.07,-0.07,-0.03,0.07
576052,-0.27,0.33,-9.95,0.05,-0.07,0.15,0.05
576097,-0.33,0.23,-9.94,-0.07,-0.05,-0.07,0.07
576143,-0.32,0.09,-9.94,0.11,-0.06,-0.19,0.04
576189,-0.37,0.33,-9.89,0.12,-0.07,-0.27,0.02
576242,-0.41,0.56,-9.96,-0.20,-0.08,-0.02,0.02
576296,-0.33,0.53,-9.91,-0.27,-0.05,0.00,0.02
576342,-0.30,0.34,-9.98,-0.29,-0.04,0.04,0.03
576387,-0.27,0.14,-9.95,-0.13,-0.01,-0.11,0.01
576433,-0.21,0.24,-9.94,-0.19,-0.01,0.00,-0.01
576478,-0.21,0.31,-9.92,-0.03,0.01,-0.01,-0.03
576524,-0.18,0.56,-9.97,-0.36,0.01,0.11,-0.03
576570,-0.21,0.84,-9.92,-0.08,0.04,0.11,-0.05
576615,-0.18,1.40,-9.78,0.39,0.12,0.32,-0.02
576661,-0.24,0.02,-9.82,0.88,-0.02,0.27,0.11
576706,-0.29,0.37,-10.06,-0.13,-0.04,-0.72,0.06
